epoch,accuracy,loss,val_accuracy,val_loss
36,0.5020592212677002,1.47956383228302,0.5051736831665039,1.4575026035308838
37,0.5154443383216858,1.4650076627731323,0.5011086463928223,1.4564276933670044
38,0.5062569379806519,1.481247901916504,0.5188469886779785,1.436991572380066
39,0.5079993605613708,1.484067678451538,0.5181078910827637,1.4142730236053467
40,0.5158403515815735,1.4699276685714722,0.5229120254516602,1.4173920154571533
41,0.5131474733352661,1.462388038635254,0.5062823295593262,1.4413248300552368
42,0.5115634202957153,1.475937843322754,0.5066518783569336,1.4312520027160645
43,0.510217010974884,1.469042181968689,0.5214338302612305,1.4171923398971558
44,0.5076825618743896,1.478525161743164,0.5125646591186523,1.4479326009750366
45,0.5118010640144348,1.4717656373977661,0.5036954879760742,1.4519686698913574
46,0.5114050507545471,1.4654561281204224,0.5144124031066895,1.4461419582366943
47,0.5148898959159851,1.4725263118743896,0.5173687934875488,1.435579776763916
48,0.5140978693962097,1.4709324836730957,0.5114560127258301,1.4364688396453857
49,0.5063361525535583,1.4931938648223877,0.5129342079162598,1.4500707387924194
50,0.5133059024810791,1.466440200805664,0.5077605247497559,1.4469181299209595
51,0.5163947343826294,1.4588767290115356,0.5199556350708008,1.4210747480392456
52,0.5095041990280151,1.4853365421295166,0.5018477439880371,1.4600783586502075
53,0.5095041990280151,1.4758381843566895,0.5258684158325195,1.4229633808135986
54,0.5115634202957153,1.466661810874939,0.5184774398803711,1.4283138513565063
55,0.5129098892211914,1.466439127922058,0.516629695892334,1.4322068691253662
56,0.5113258361816406,1.4827125072479248,0.5199556350708008,1.4249463081359863
57,0.5098209977149963,1.477851390838623,0.5125646591186523,1.4573067426681519
58,0.5121970772743225,1.4738843441009521,0.5062823295593262,1.4644240140914917
59,0.5167115330696106,1.459096074104309,0.5151515007019043,1.4289695024490356
60,0.510217010974884,1.4762845039367676,0.509608268737793,1.4203051328659058
61,0.5136227011680603,1.4713060855865479,0.5066518783569336,1.4435369968414307
62,0.5078409910202026,1.4897218942642212,0.5118255615234375,1.4244186878204346
63,0.5159195065498352,1.4590908288955688,0.5062823295593262,1.4284629821777344
64,0.5136227011680603,1.4656935930252075,0.5192165374755859,1.4241138696670532
65,0.5152859091758728,1.4719561338424683,0.5247597694396973,1.4224933385849
66,0.5104545950889587,1.470224380493164,0.5114560127258301,1.4462233781814575
67,0.5091081857681274,1.4726749658584595,0.5158905982971191,1.4471302032470703
68,0.5110882520675659,1.4713542461395264,0.521064281463623,1.4182894229888916
69,0.5164739489555359,1.470194697380066,0.5144124031066895,1.4491987228393555
70,0.5083953738212585,1.4927431344985962,0.5277161598205566,1.4083517789840698
71,0.5133059024810791,1.4693413972854614,0.5184774398803711,1.4328893423080444
72,0.5060193538665771,1.4854375123977661,0.5254988670349121,1.4070466756820679
73,0.519404411315918,1.4489065408706665,0.521064281463623,1.4317023754119873
74,0.507128119468689,1.4875701665878296,0.5121951103210449,1.4413076639175415
75,0.5120386481285095,1.4691933393478394,0.5184774398803711,1.4301187992095947
76,0.5091874003410339,1.4869574308395386,0.5062823295593262,1.4428048133850098
77,0.5054649114608765,1.481462836265564,0.5243902206420898,1.4205294847488403
78,0.5091874003410339,1.480210781097412,0.5192165374755859,1.4332575798034668
79,0.5113258361816406,1.4651070833206177,0.5121951103210449,1.4295485019683838
80,0.5099794268608093,1.4771361351013184,0.5184774398803711,1.4152084589004517
81,0.5168699622154236,1.4640517234802246,0.5133037567138672,1.4394803047180176
82,0.5078409910202026,1.4848110675811768,0.5214338302612305,1.4195042848587036
83,0.513860285282135,1.4697743654251099,0.5125646591186523,1.4508041143417358
84,0.5058609247207642,1.4941545724868774,0.5110864639282227,1.4685616493225098
85,0.500158429145813,1.5054136514663696,0.5133037567138672,1.4263702630996704
86,0.5091874003410339,1.465598464012146,0.5084996223449707,1.4600961208343506
87,0.5139394998550415,1.4751070737838745,0.5133037567138672,1.4479824304580688
88,0.5102962255477905,1.4800572395324707,0.5073909759521484,1.490750789642334
89,0.5102962255477905,1.4732986688613892,0.5022172927856445,1.4467185735702515
90,0.5094249844551086,1.4899318218231201,0.5136733055114746,1.4290988445281982
91,0.5107714533805847,1.472915530204773,0.5081300735473633,1.4471516609191895
92,0.5165531635284424,1.4632880687713623,0.509608268737793,1.448859691619873
93,0.5132266879081726,1.472463846206665,0.5225424766540527,1.4209550619125366
94,0.5097417831420898,1.4729539155960083,0.5051736831665039,1.4711692333221436
95,0.5057817101478577,1.477868914604187,0.5092387199401855,1.4589327573776245
96,0.5060985088348389,1.495862603187561,0.5155210494995117,1.4503889083862305
97,0.5132266879081726,1.459917426109314,0.5258684158325195,1.4137853384017944
98,0.5128306746482849,1.4722424745559692,0.5251293182373047,1.4151848554611206
99,0.5104545950889587,1.4654996395111084,0.5147819519042969,1.447632074356079
